service_id,date,exception_type
1,20200221,1
1,20200223,1
1,20200224,1
1,20200225,1
1,20200226,1
1,20200227,1
1,20200228,1
1,20200301,1
1,20200302,1
1,20200303,1
1,20200304,1
1,20200305,1
1,20200306,1
1,20200308,1
1,20200309,1
1,20200310,1
1,20200311,1
1,20200312,1
1,20200313,1
1,20200315,1
1,20200316,1
1,20200317,1
1,20200318,1
1,20200319,1
1,20200320,1
1,20200322,1
1,20200323,1
1,20200324,1
1,20200325,1
1,20200326,1
1,20200327,1
1,20200329,1
1,20200330,1
1,20200331,1
1,20200401,1
1,20200402,1
1,20200403,1
1,20200405,1
1,20200406,1
1,20200407,1
1,20200408,1
1,20200409,1
1,20200410,1
1,20200412,1
1,20200413,1
1,20200414,1
1,20200415,1
1,20200416,1
1,20200417,1
1,20200419,1
1,20200420,1
1,20200421,1
1,20200422,1
1,20200423,1
1,20200424,1
1,20200426,1
1,20200427,1
1,20200428,1
1,20200429,1
1,20200430,1
1,20200501,1
1,20200503,1
1,20200504,1
1,20200505,1
1,20200506,1
1,20200507,1
1,20200508,1
1,20200510,1
1,20200511,1
1,20200512,1
1,20200513,1
1,20200514,1
1,20200515,1
1,20200517,1
1,20200518,1
1,20200519,1
1,20200520,1
1,20200521,1
1,20200522,1
1,20200524,1
1,20200525,1
1,20200526,1
1,20200527,1
1,20200528,1
1,20200529,1
1,20200531,1
1,20200601,1
1,20200602,1
1,20200603,1
1,20200604,1
1,20200605,1
1,20200606,1
1,20200607,1
1,20200608,1
1,20200609,1
1,20200610,1
1,20200611,1
1,20200612,1
1,20200614,1
1,20200615,1
1,20200616,1
1,20200617,1
1,20200618,1
1,20200817,1
1,20200818,1
1,20200819,1
1,20200820,1
1,20200821,1
1,20200823,1
1,20200824,1
1,20200825,1
1,20200826,1
1,20200827,1
1,20200828,1
1,20200830,1
1,20200831,1
1,20200901,1
1,20200902,1
1,20200903,1
1,20200904,1
1,20200906,1
1,20200907,1
1,20200908,1
1,20200909,1
1,20200910,1
1,20200911,1
1,20200913,1
1,20200914,1
1,20200915,1
1,20200916,1
1,20200917,1
1,20200918,1
1,20200920,1
1,20200921,1
1,20200922,1
1,20200923,1
1,20200924,1
1,20200925,1
1,20200927,1
1,20200928,1
1,20200929,1
1,20200930,1
1,20201001,1
1,20201002,1
1,20201004,1
1,20201005,1
1,20201006,1
1,20201007,1
1,20201008,1
1,20201009,1
1,20201011,1
1,20201012,1
1,20201013,1
1,20201014,1
1,20201015,1
1,20201016,1
1,20201018,1
1,20201019,1
1,20201020,1
1,20201021,1
1,20201022,1
1,20201023,1
1,20201025,1
1,20201026,1
1,20201027,1
1,20201028,1
1,20201029,1
1,20201030,1
1,20201031,1
1,20201101,1
1,20201102,1
1,20201103,1
1,20201104,1
1,20201105,1
1,20201106,1
1,20201108,1
1,20201109,1
1,20201110,1
1,20201111,1
1,20201112,1
1,20201113,1
1,20201115,1
1,20201116,1
1,20201117,1
1,20201118,1
1,20201119,1
1,20201120,1
1,20201122,1
1,20201123,1
1,20201124,1
1,20201125,1
1,20201126,1
1,20201127,1
1,20201129,1
1,20201130,1
1,20201201,1
1,20201202,1
1,20201203,1
1,20201204,1
1,20201206,1
1,20201207,1
1,20201208,1
1,20201209,1
1,20201210,1
1,20201211,1
2,20200223,1
2,20200224,1
2,20200225,1
2,20200226,1
2,20200227,1
2,20200301,1
2,20200302,1
2,20200303,1
2,20200304,1
2,20200305,1
2,20200308,1
2,20200309,1
2,20200310,1
2,20200311,1
2,20200312,1
2,20200315,1
2,20200316,1
2,20200317,1
2,20200318,1
2,20200319,1
2,20200322,1
2,20200323,1
2,20200324,1
2,20200325,1
2,20200326,1
2,20200329,1
2,20200330,1
2,20200331,1
2,20200401,1
2,20200402,1
2,20200405,1
2,20200406,1
2,20200407,1
2,20200408,1
2,20200413,1
2,20200414,1
2,20200415,1
2,20200416,1
2,20200419,1
2,20200420,1
2,20200421,1
2,20200422,1
2,20200423,1
2,20200426,1
2,20200427,1
2,20200428,1
2,20200429,1
2,20200503,1
2,20200504,1
2,20200505,1
2,20200506,1
2,20200507,1
2,20200510,1
2,20200511,1
2,20200512,1
2,20200513,1
2,20200514,1
2,20200517,1
2,20200518,1
2,20200519,1
2,20200521,1
2,20200524,1
2,20200525,1
2,20200526,1
2,20200527,1
2,20200528,1
2,20200531,1
2,20200601,1
2,20200602,1
2,20200603,1
2,20200604,1
2,20200607,1
2,20200608,1
2,20200609,1
2,20200610,1
2,20200611,1
2,20200614,1
2,20200615,1
2,20200616,1
2,20200617,1
2,20200817,1
2,20200818,1
2,20200819,1
2,20200820,1
2,20200823,1
2,20200824,1
2,20200825,1
2,20200826,1
2,20200827,1
2,20200830,1
2,20200831,1
2,20200901,1
2,20200902,1
2,20200903,1
2,20200906,1
2,20200907,1
2,20200908,1
2,20200909,1
2,20200910,1
2,20200913,1
2,20200914,1
2,20200915,1
2,20200916,1
2,20200917,1
2,20200920,1
2,20200921,1
2,20200922,1
2,20200923,1
2,20200924,1
2,20200927,1
2,20200928,1
2,20200929,1
2,20200930,1
2,20201001,1
2,20201004,1
2,20201005,1
2,20201006,1
2,20201007,1
2,20201008,1
2,20201011,1
2,20201012,1
2,20201013,1
2,20201014,1
2,20201015,1
2,20201018,1
2,20201019,1
2,20201020,1
2,20201021,1
2,20201022,1
2,20201025,1
2,20201026,1
2,20201027,1
2,20201028,1
2,20201029,1
2,20201101,1
2,20201102,1
2,20201103,1
2,20201104,1
2,20201105,1
2,20201108,1
2,20201109,1
2,20201110,1
2,20201111,1
2,20201112,1
2,20201115,1
2,20201116,1
2,20201117,1
2,20201118,1
2,20201119,1
2,20201122,1
2,20201123,1
2,20201124,1
2,20201125,1
2,20201126,1
2,20201129,1
2,20201130,1
2,20201201,1
2,20201202,1
2,20201203,1
2,20201206,1
2,20201207,1
2,20201208,1
2,20201209,1
2,20201210,1
3,20200221,1
3,20200224,1
3,20200225,1
3,20200226,1
3,20200227,1
3,20200228,1
3,20200302,1
3,20200303,1
3,20200304,1
3,20200305,1
3,20200306,1
3,20200309,1
3,20200310,1
3,20200311,1
3,20200312,1
3,20200313,1
3,20200316,1
3,20200317,1
3,20200318,1
3,20200319,1
3,20200320,1
3,20200323,1
3,20200324,1
3,20200325,1
3,20200326,1
3,20200327,1
3,20200330,1
3,20200331,1
3,20200401,1
3,20200402,1
3,20200403,1
3,20200406,1
3,20200407,1
3,20200408,1
3,20200409,1
3,20200414,1
3,20200415,1
3,20200416,1
3,20200417,1
3,20200420,1
3,20200421,1
3,20200422,1
3,20200423,1
3,20200424,1
3,20200427,1
3,20200428,1
3,20200429,1
3,20200430,1
3,20200504,1
3,20200505,1
3,20200506,1
3,20200507,1
3,20200508,1
3,20200511,1
3,20200512,1
3,20200513,1
3,20200514,1
3,20200515,1
3,20200518,1
3,20200519,1
3,20200520,1
3,20200522,1
3,20200525,1
3,20200526,1
3,20200527,1
3,20200528,1
3,20200529,1
3,20200601,1
3,20200602,1
3,20200603,1
3,20200604,1
3,20200605,1
3,20200608,1
3,20200609,1
3,20200610,1
3,20200611,1
3,20200612,1
3,20200615,1
3,20200616,1
3,20200617,1
3,20200618,1
3,20200817,1
3,20200818,1
3,20200819,1
3,20200820,1
3,20200821,1
3,20200824,1
3,20200825,1
3,20200826,1
3,20200827,1
3,20200828,1
3,20200831,1
3,20200901,1
3,20200902,1
3,20200903,1
3,20200904,1
3,20200907,1
3,20200908,1
3,20200909,1
3,20200910,1
3,20200911,1
3,20200914,1
3,20200915,1
3,20200916,1
3,20200917,1
3,20200918,1
3,20200921,1
3,20200922,1
3,20200923,1
3,20200924,1
3,20200925,1
3,20200928,1
3,20200929,1
3,20200930,1
3,20201001,1
3,20201002,1
3,20201005,1
3,20201006,1
3,20201007,1
3,20201008,1
3,20201009,1
3,20201012,1
3,20201013,1
3,20201014,1
3,20201015,1
3,20201016,1
3,20201019,1
3,20201020,1
3,20201021,1
3,20201022,1
3,20201023,1
3,20201026,1
3,20201027,1
3,20201028,1
3,20201029,1
3,20201030,1
3,20201102,1
3,20201103,1
3,20201104,1
3,20201105,1
3,20201106,1
3,20201109,1
3,20201110,1
3,20201111,1
3,20201112,1
3,20201113,1
3,20201116,1
3,20201117,1
3,20201118,1
3,20201119,1
3,20201120,1
3,20201123,1
3,20201124,1
3,20201125,1
3,20201126,1
3,20201127,1
3,20201130,1
3,20201201,1
3,20201202,1
3,20201203,1
3,20201204,1
3,20201207,1
3,20201208,1
3,20201209,1
3,20201210,1
3,20201211,1
4,20200221,1
4,20200222,1
4,20200223,1
4,20200224,1
4,20200225,1
4,20200226,1
4,20200227,1
4,20200228,1
4,20200229,1
4,20200301,1
4,20200302,1
4,20200303,1
4,20200304,1
4,20200305,1
4,20200306,1
4,20200307,1
4,20200308,1
4,20200309,1
4,20200310,1
4,20200311,1
4,20200312,1
4,20200313,1
4,20200314,1
4,20200315,1
4,20200316,1
4,20200317,1
4,20200318,1
4,20200319,1
4,20200320,1
4,20200321,1
4,20200322,1
4,20200323,1
4,20200324,1
4,20200325,1
4,20200326,1
4,20200327,1
4,20200328,1
4,20200329,1
4,20200330,1
4,20200331,1
4,20200401,1
4,20200402,1
4,20200403,1
4,20200404,1
4,20200405,1
4,20200406,1
4,20200407,1
4,20200408,1
4,20200409,1
4,20200410,1
4,20200411,1
4,20200412,1
4,20200413,1
4,20200414,1
4,20200415,1
4,20200416,1
4,20200417,1
4,20200418,1
4,20200419,1
4,20200420,1
4,20200421,1
4,20200422,1
4,20200423,1
4,20200424,1
4,20200425,1
4,20200426,1
4,20200427,1
4,20200428,1
4,20200429,1
4,20200430,1
4,20200501,1
4,20200502,1
4,20200503,1
4,20200504,1
4,20200505,1
4,20200506,1
4,20200507,1
4,20200508,1
4,20200509,1
4,20200510,1
4,20200511,1
4,20200512,1
4,20200513,1
4,20200514,1
4,20200515,1
4,20200516,1
4,20200517,1
4,20200518,1
4,20200519,1
4,20200520,1
4,20200521,1
4,20200522,1
4,20200523,1
4,20200524,1
4,20200525,1
4,20200526,1
4,20200527,1
4,20200528,1
4,20200529,1
4,20200530,1
4,20200531,1
4,20200601,1
4,20200602,1
4,20200603,1
4,20200604,1
4,20200605,1
4,20200606,1
4,20200607,1
4,20200608,1
4,20200609,1
4,20200610,1
4,20200611,1
4,20200612,1
4,20200613,1
4,20200614,1
4,20200615,1
4,20200616,1
4,20200617,1
4,20200618,1
4,20200817,1
4,20200818,1
4,20200819,1
4,20200820,1
4,20200821,1
4,20200822,1
4,20200823,1
4,20200824,1
4,20200825,1
4,20200826,1
4,20200827,1
4,20200828,1
4,20200829,1
4,20200830,1
4,20200831,1
4,20200901,1
4,20200902,1
4,20200903,1
4,20200904,1
4,20200905,1
4,20200906,1
4,20200907,1
4,20200908,1
4,20200909,1
4,20200910,1
4,20200911,1
4,20200912,1
4,20200913,1
4,20200914,1
4,20200915,1
4,20200916,1
4,20200917,1
4,20200918,1
4,20200919,1
4,20200920,1
4,20200921,1
4,20200922,1
4,20200923,1
4,20200924,1
4,20200925,1
4,20200926,1
4,20200927,1
4,20200928,1
4,20200929,1
4,20200930,1
4,20201001,1
4,20201002,1
4,20201003,1
4,20201004,1
4,20201005,1
4,20201006,1
4,20201007,1
4,20201008,1
4,20201009,1
4,20201010,1
4,20201011,1
4,20201012,1
4,20201013,1
4,20201014,1
4,20201015,1
4,20201016,1
4,20201017,1
4,20201018,1
4,20201019,1
4,20201020,1
4,20201021,1
4,20201022,1
4,20201023,1
4,20201024,1
4,20201025,1
4,20201026,1
4,20201027,1
4,20201028,1
4,20201029,1
4,20201030,1
4,20201031,1
4,20201101,1
4,20201102,1
4,20201103,1
4,20201104,1
4,20201105,1
4,20201106,1
4,20201107,1
4,20201108,1
4,20201109,1
4,20201110,1
4,20201111,1
4,20201112,1
4,20201113,1
4,20201114,1
4,20201115,1
4,20201116,1
4,20201117,1
4,20201118,1
4,20201119,1
4,20201120,1
4,20201121,1
4,20201122,1
4,20201123,1
4,20201124,1
4,20201125,1
4,20201126,1
4,20201127,1
4,20201128,1
4,20201129,1
4,20201130,1
4,20201201,1
4,20201202,1
4,20201203,1
4,20201204,1
4,20201205,1
4,20201206,1
4,20201207,1
4,20201208,1
4,20201209,1
4,20201210,1
4,20201211,1
4,20201212,1
5,20200222,1
5,20200223,1
5,20200229,1
5,20200301,1
5,20200307,1
5,20200308,1
5,20200314,1
5,20200315,1
5,20200321,1
5,20200322,1
5,20200328,1
5,20200329,1
5,20200404,1
5,20200405,1
5,20200410,1
5,20200411,1
5,20200412,1
5,20200413,1
5,20200418,1
5,20200419,1
5,20200425,1
5,20200426,1
5,20200501,1
5,20200502,1
5,20200503,1
5,20200509,1
5,20200510,1
5,20200516,1
5,20200517,1
5,20200521,1
5,20200523,1
5,20200524,1
5,20200530,1
5,20200531,1
5,20200606,1
5,20200607,1
5,20200613,1
5,20200614,1
5,20200822,1
5,20200823,1
5,20200829,1
5,20200830,1
5,20200905,1
5,20200906,1
5,20200912,1
5,20200913,1
5,20200919,1
5,20200920,1
5,20200926,1
5,20200927,1
5,20201003,1
5,20201004,1
5,20201010,1
5,20201011,1
5,20201017,1
5,20201018,1
5,20201024,1
5,20201025,1
5,20201031,1
5,20201101,1
5,20201107,1
5,20201108,1
5,20201114,1
5,20201115,1
5,20201121,1
5,20201122,1
5,20201128,1
5,20201129,1
5,20201205,1
5,20201206,1
5,20201212,1
6,20200222,1
6,20200229,1
6,20200307,1
6,20200314,1
6,20200321,1
6,20200328,1
6,20200404,1
6,20200411,1
6,20200418,1
6,20200425,1
6,20200502,1
6,20200509,1
6,20200516,1
